taxa_id,Kingdom,Phylum,Class,Clade,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources,---,female_maturity(months),male_maturity(months),Gestation(months),Weaning(months),Infancy(months),litter_size,litters_year,interbirth_interval,birth_weight(g),weaning_weight(g),adult_weight(g),growth_rate(1/days),max_longevity(months),metabolic_rate,SE_simple
4010,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,Guinea forest hog,66,7,0.106060606,-,6,4,0.060606061,0.666666667,2,0.03030303,0.333333333,-,66,7,66,13,-,10.97961867,25.24654832,3.780407627,1.840894149,1.840894149,4.52,1.5,7.56,960,5700,130000,0.0095,324,-1,0.123091491
4166,Animalia,Chordata,Aves,Sauropsida,Pelecaniformes,Threskiornithidae,Plegadis,Threskiornis aethiopicus,Sacred ibis,66,0,0,-,0,0,0,NA,0,0,NA,-,66,0,66,4,-,35.84497041,-1,-1,-1,1090.404,2.24,-1,-1,-1,-1,1530,-1,444,-1,0.123091491
1029,Animalia,Chordata,Mammalia,Mammalia,Primates,Callitrichidae,Cebuella,Cebuella pygmaea,Pygmy marmoset,64,2,0.03125,-,2,0,0,0,2,0.03125,1,-,64,2,64,14,-,22.4852071,20.97304405,4.109138725,2.991452991,2.991452991,-1,-1,5.62,16,70,124,-1,223.2,-1,0.125
4416,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Gekkonidae,Uroplatus,Uroplatus sikorae,Leaf tailed gecko,64,2,0.03125,-,2,1,0.015625,0.5,1,0.015625,0.5,-,64,2,64,10,-,-1,-1,-1,-1,0.514243364,-1,-1,-1,-1,-1,-1,-1,15.6,-1,0.125
2869,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Pythonidae,Morelia,Morelia spilota,Diamond python,63,3,0.047619048,-,2,1,0.015873016,0.5,1,0.015873016,0.5,-,63,3,63,9,-,-1,-1,2.071005917,-1,7.753207635,21.6,-1,-1,25.9,-1,15926,-1,235.2,-1,0.125988158
2704,Animalia,Chordata,Mammalia,Mammalia,Macroscelidea,Macroscelididae,Macroscelides,Macroscelides proboscideus,Short-eared elephant shrew,63,4,0.063492063,-,3,2,0.031746032,0.666666667,1,0.015873016,0.333333333,-,63,4,63,4,-,1.446416831,-1,2.136752137,0.624589086,0.624589086,1.6,-1,-1,-1,-1,40,-1,104.4,52.57,0.125988158
2610,Animalia,Chordata,Amphibia,Amphibia,Anura,Hylidae,Nyctimystes,Nyctimystes infrafrenatus,White-lipped tree frog,63,7,0.111111111,-,7,7,0.111111111,1,0,0,0,-,63,7,63,24,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.125988158
2160,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Helodermatidae,Heloderma,Heloderma suspectum,Gila monster,63,11,0.174603175,-,21,10,0.158730159,0.714285714,1,0.015873016,0.285714286,-,73,21,63,17,-,-1,-1,-1,-1,11.43202554,5.3,-1,-1,45.39,-1,553.41,-1,346.8,-1,0.125988158
17611,Animalia,Chordata,Mammalia,Mammalia,Rodentia,Cricetidae,Microtus,Microtus agrestis,Common field vole,62,0,0,-,0,0,0,NA,0,0,NA,-,62,0,62,1,-,1.183431953,1.380670611,0.690335306,0.427350427,0.427350427,4.4,3.6,0.66,2.3,8.9,46,-1,57.6,-1,0.127000127
11488,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Turdidae,Geokichla,Geokichla citrina,Orange headed ground thrush,61,0,0,-,0,0,0,NA,0,0,NA,-,61,0,61,1,-,-1,-1,-1,-1,1,3.5,-1,-1,-1,-1,53.15,-1,-1,-1,0.12803688
3566,Animalia,Chordata,Mammalia,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus rodricensis,Rodrigues fruit bat,61,0,0,-,0,0,0,NA,0,0,NA,-,61,0,61,7,-,24.82412886,24.82412886,6.50887574,4.922419461,4.922419461,-1,-1,-1,45,-1,350,-1,336,134.9,0.12803688
3709,Animalia,Chordata,Mammalia,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus oedipus,Tamarin monkey,60,13,0.216666667,-,13,9,0.15,0.692307692,4,0.066666667,0.307692308,-,60,13,60,22,-,18.01446417,18.08021039,5.851413544,1.709401709,1.709401709,1.9,1.38,8.02,39.36,105,445.5,0.0102,314.4,-1,0.129099445
3135,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Felidae,Panthera,Panthera leo,Masai lion,60,10,0.166666667,-,13,8,0.133333333,1,0,0,0,-,65,15,60,20,-,35.99605523,35.99605523,3.583168968,7.100591716,7.100591716,2.75,0.66,21.33,1300,8480,175000,0.0035,324,27420.6,0.129099445
1767,Animalia,Chordata,Aves,Sauropsida,Psittaciformes,Psittaculidae,Eos,Eos bornea,Red lory,60,1,0.016666667,-,0,0,0,NA,0,0,NA,-,60,1,60,12,-,-1,-1,-1,-1,9.770623907,-1,-1,-1,-1,-1,156,-1,296.4,-1,0.129099445
1415,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Muscicapidae,Copsychus,Copsychus malabaricus,Common shama,59,0,0,-,0,0,0,NA,0,0,NA,-,59,0,59,5,-,-1,-1,0.460223537,-1,1,3.95,-1,-1,2.67,-1,29.35,-1,-1,-1,0.130188911
3402,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Agamidae,Pogona,Pogona vitticeps,Bearded dragon,59,10,0.169491525,-,9,6,0.101694915,0.666666667,3,0.050847458,0.333333333,-,59,10,59,21,-,17.99802761,-1,-1,-1,547.5,19,-1,-1,3.16,-1,500,-1,144,-1,0.130188911
2670,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Canidae,Lycaon,Lycaon pictus,Cape hunting dog,58,20,0.344827586,-,18,13,0.224137931,0.722222222,5,0.086206897,0.277777778,-,58,20,58,19,-,21.00591716,21.00591716,2.366863905,2.991452991,2.991452991,8.1,1.11,11.9,318,-1,26500,-1,204,10259.65,0.131306433
4532,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Otariidae,Zalophus,Zalophus californianus,California sealion,57,11,0.192982456,-,11,8,0.140350877,0.727272727,3,0.052631579,0.272727273,-,57,11,57,16,-,35.99605523,60.02629849,8.514135437,10.35502959,10.35502959,1.2,0.5,24,7000,25000,180000,-1,428.4,-1,0.132453236
3694,Animalia,Chordata,Mammalia,Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus aegyptiacus,Egyptian fruit bat,57,7,0.122807018,-,7,6,0.105263158,0.857142857,1,0.01754386,0.142857143,-,57,7,57,17,-,11.99868508,11.99868508,3.813280736,4.010519395,4.010519395,1.07,-1,-1,21.06,73.8,125,0.0149,274.8,122.64,0.132453236
1800,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Homalopsidae,Erpeton,Erpeton tentaculatum,Tentacled snake,56,0,0,-,0,0,0,NA,0,0,NA,-,56,0,56,11,-,-1,-1,-1,-1,5.379776726,-1,-1,-1,-1,-1,131,-1,163.2,-1,0.133630621
3750,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Phrynosomatidae,Sceloporus,Sceloporus cyanogenys,Blue spiny lizard,56,2,0.035714286,-,2,2,0.035714286,1,0,0,0,-,56,2,56,7,-,-1,-1,-1,-1,2.650331181,13,-1,-1,1.15,-1,35.59,-1,80.4,-1,0.133630621
2293,Animalia,Chordata,Mammalia,Mammalia,Rodentia,Hydrochaeridae,Hydrochoerus,Hydrochoerus hydrochaeris,Capybara,55,10,0.181818182,-,14,8,0.145454545,0.714285714,2,0.036363636,0.285714286,-,59,14,55,18,-,14.99013807,14.99013807,4.930966469,3.385930309,3.385930309,4.8,1.25,8.05,1500,8299,55000,-1,181.2,6596.25,0.134839972
1398,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Columba,Columba livia,Domestic pigeon,55,1,0.018181818,-,1,0,0,0,1,0.018181818,1,-,55,1,55,14,-,4.602235371,4.602235371,0.591715976,-1,14,-1,-1,-1,15.2,-1,358.7,0.28,420,-1,0.134839972
540,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Asarcornis,Asarcornis scutulata,White-winged duck,55,2,0.036363636,-,2,2,0.036363636,1,0,0,0,-,55,2,55,7,-,-1,-1,-1,-1,1,9.662921348,-1,-1,-1,-1,3000,-1,-1,-1,0.134839972
4414,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,Satanic leaf-tailed gecko,55,2,0.036363636,-,2,2,0.036363636,1,0,0,0,-,55,2,55,6,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.134839972
686,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Boidae,Boa,Boa constrictor,Boa constrictor,55,11,0.2,-,17,7,0.127272727,0.764705882,4,0.072727273,0.235294118,-,61,17,55,31,-,35.99605523,35.99605523,4.109138725,-1,109.5,35,-1,-1,-1,-1,3532,-1,484.8,-1,0.134839972
3545,Animalia,Chordata,Aves,Sauropsida,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus aracari,Black-necked aracari,54,3,0.055555556,-,3,1,0.018518519,0.333333333,2,0.037037037,0.666666667,-,54,3,54,6,-,-1,-1,-1,-1,1,2.9,-1,-1,-1,-1,261.75,-1,-1,-1,0.136082763
1425,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Boidae,Corallus,Corallus caninus,Emerald tree boa,54,3,0.055555556,-,3,2,0.037037037,0.666666667,1,0.018518519,0.333333333,-,54,3,54,21,-,-1,-1,-1,-1,7.357635817,8.5,-1,-1,-1,-1,-1,-1,223.2,-1,0.136082763
1710,Animalia,Chordata,Amphibia,Amphibia,Anura,Microhylidae,Dyscophus,Dyscophus antongilii,Tamato frog,54,4,0.074074074,-,4,2,0.037037037,0.5,2,0.037037037,0.5,-,54,4,54,20,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.136082763
3013,Animalia,Chordata,Aves,Sauropsida,Galliformes,Numididae,Numida,Numida meleagris,Guinea fowl,54,9,0.166666667,-,8,6,0.111111111,0.75,2,0.037037037,0.25,-,54,9,54,10,-,-1,-1,0.887573964,-1,1,8.75,-1,-1,24.5,-1,1299,-1,-1,-1,0.136082763
2601,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Litocranius,Litocranius walleri,Southern gerenuk,53,5,0.094339623,-,3,2,0.037735849,0.666666667,1,0.018867925,0.333333333,-,53,5,53,11,-,11.80144642,27.67324129,6.706114398,7.922419461,7.922419461,-1,1.35,7.92,-1,-1,43500,-1,207.6,-1,0.137360564
1468,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Sturnidae,Cosmopsarus,Cosmopsarus regius,Golden-breasted starling,53,1,0.018867925,-,1,1,0.018867925,1,0,0,0,-,53,1,53,12,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.137360564
14402,Animalia,Chordata,Mammalia,Mammalia,Rodentia,Gliridae,Muscardinus,Muscardinus avellanarius,Common dormouse,52,2,0.038461538,-,2,0,0,0,2,0.038461538,1,-,52,2,52,1,-,11.01249178,11.01249178,0.756081525,1.282051282,1.282051282,4.3,1.5,1.64,0.8,-1,27.3,-1,63.6,-1,0.138675049
2570,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Sturnidae,Leucopsar,Leucopsar rothschildi,Bali mynah,52,6,0.115384615,-,6,5,0.096153846,0.833333333,1,0.019230769,0.166666667,-,52,6,52,22,-,-1,-1,0.427350427,-1,9.889295453,-1,-1,-1,-1,-1,95,-1,300,-1,0.138675049
3288,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Phrynosomatidae,Phrynosoma,Phrynosoma asio,Giant horned lizard,51,0,0,-,0,0,0,NA,0,0,NA,-,51,0,51,6,-,-1,-1,-1,-1,1,17.5,-1,-1,-1,-1,100,-1,-1,-1,0.140028008
2926,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Nanger,Nanger dama,Addra gazelle,50,8,0.16,-,7,2,0.04,0.428571429,4,0.08,0.571428571,-,51,9,50,10,-,3.595003287,3.595003287,6.837606838,-1,10.936,-1,1.56,5.98,-1,-1,73000,-1,231.6,-1,0.141421356
3296,Animalia,Chordata,Amphibia,Amphibia,Anura,Dendrobatidae,Phyllobates,Phyllobates bicolor,Bi-colour poison dart frog,50,0,0,-,0,0,0,NA,0,0,NA,-,50,0,50,6,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.141421356
1527,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Crotalus,Crotalus lepidus,Rock rattlesnake,49,2,0.040816327,-,2,2,0.040816327,1,0,0,0,-,49,2,49,14,-,-1,-1,-1,-1,13.29121309,4.95,-1,-1,-1,-1,219,-1,403.2,-1,0.142857143
4238,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,Kudu,48,3,0.0625,-,2,0,0,0,2,0.041666667,1,-,48,3,48,11,-,16.99539776,21.8731098,7.495069034,6.015779093,6.015779093,-1,1.1,12,15000,-1,217500,-1,282,-1,0.144337567
4471,Animalia,Chordata,Mammalia,Mammalia,Primates,Lemuridae,Varecia,Varecia variegata,Red/black ruffed lemur,48,16,0.333333333,-,16,11,0.229166667,0.6875,5,0.104166667,0.3125,-,48,16,48,21,-,19.88823143,21.33464826,3.22156476,3.676859303,3.676859303,1.9,1.1,12,107.17,2893,3482.3,-1,472.8,-1,0.144337567
3582,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Ptilinopus,Ptilinopus superbus,Mount apo lorikeet,48,0,0,-,0,0,0,NA,0,0,NA,-,48,0,48,1,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,117.75,-1,-1,-1,0.144337567
1148,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Chalcophaps,Chalcophaps indica,Emerald dove,48,0,0,-,0,0,0,NA,0,0,NA,-,48,0,48,6,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,136.9833334,-1,-1,-1,0.144337567
1293,Animalia,Chordata,Mammalia,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,Chrotopterus auritus,Vampire bat,48,1,0.020833333,-,1,0,0,0,1,0.020833333,1,-,48,1,48,9,-,18.01035503,18.01035503,2.830046022,9.00591716,9.00591716,0.99,-1,-1,-1,-1,84.38,-1,-1,101.86,0.144337567
897,Animalia,Chordata,Mammalia,Mammalia,Primates,Callitrichidae,Callithrix,Callithrix jacchus,Common marmoset,47,8,0.170212766,-,5,4,0.085106383,0.8,1,0.021276596,0.2,-,47,8,47,5,-,15.68047337,12.55752794,4.733727811,2.038132807,2.038132807,2.31,1.67,5.56,26.5,86.67,255.2,0.0172,273.6,152,0.145864991
11776,Animalia,Chordata,Aves,Sauropsida,Gruiformes,Rallidae,Crex,Crex crex,Corncrake,47,0,0,-,0,0,0,NA,0,0,NA,-,47,0,47,1,-,11.94832347,-1,-1,-1,363.468,10,-1,-1,-1,-1,155.5,-1,70,-1,0.145864991
2871,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Pythonidae,Morelia,Morelia viridis,Green tree python,47,4,0.085106383,-,23,2,0.042553191,0.652173913,1,0.021276596,0.347826087,-,67,24,47,21,-,-1,-1,1.824457594,-1,8.148779453,16,-1,-1,9.4,-1,3113,-1,247.2,-1,0.145864991
3267,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,Atlantic harbor seal,46,2,0.043478261,-,2,2,0.043478261,1,0,0,0,-,46,2,46,6,-,35.99605523,47.9947403,8.316896778,0.986193294,0.986193294,-1,1.1,12,11000,23945,115000,0.0013,571.2,32350.8,0.147441956
1706,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Ducula,Ducula brenchleyi,Ducula brenchleyi,46,5,0.108695652,-,3,2,0.043478261,0.666666667,1,0.02173913,0.333333333,-,46,5,46,15,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,510,-1,-1,-1,0.147441956
2475,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Colubridae,Lampropeltis,Lampropeltis triangulum,Milk snake,46,18,0.391304348,-,28,16,0.347826087,0.75,2,0.043478261,0.25,-,56,28,46,20,-,-1,-1,-1,-1,8.939923089,-1,-1,-1,-1,-1,950,-1,271.2,-1,0.147441956
1915,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs,Chaffinch,45,0,0,-,0,0,0,NA,0,0,NA,-,45,0,45,1,-,11.99868508,11.99868508,-1,-1,36.5,4.5,-1,-1,1.27,-1,20.7,-1,348,-1,0.149071198
576,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Atheris,Atheris ceratophora,Atheris ceratophora,44,1,0.022727273,-,1,1,0.022727273,1,0,0,0,-,44,1,44,14,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.150755672
295,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Sibirionetta,Anas formosa,Baikal teal,43,0,0,-,0,0,0,NA,0,0,NA,-,43,0,43,1,-,-1,-1,-1,-1,1,7.400485437,-1,-1,-1,-1,435.5,-1,-1,-1,0.15249857
80,Animalia,Chordata,Mammalia,Mammalia,Diprotodontia,Acrobatidae,Acrobates,Acrobates pygmaeus,Feathertail glider,43,0,0,-,0,0,0,NA,0,0,NA,-,43,0,43,3,-,7.889546351,11.99868508,-1,3.25443787,3.25443787,2.8,-1,3.75,0.0178,5.65,13,0.0254,105.6,14938,0.15249857
3596,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,Ringed seal,42,3,0.071428571,-,3,3,0.071428571,1,0,0,0,-,42,3,42,15,-,60.02629849,72.02498356,8.251150559,1.742274819,1.742274819,-1,1.1,12,6000,14000,90000,-1,552,12813,0.15430335
2621,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Mustelidae,Lontra,Lontra canadensis,North americal river otter,42,5,0.119047619,-,8,3,0.071428571,1,0,0,0,-,47,10,42,19,-,23.99737015,23.99737015,2.038132807,4.010519395,4.010519395,2.5,0.9,12,140,1510,9000,-1,324,-1,0.15430335
368,Animalia,Chordata,Amphibia,Amphibia,Anura,Aromobatidae,Anomaloglossus,Anomaloglossus beebei,Beebe's rocket frog,42,0,0,-,0,0,0,NA,0,0,NA,-,42,0,42,8,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15430335
4358,Animalia,Chordata,Amphibia,Amphibia,Caudata,Salamandridae,Neurergus,Tylototriton shanjing,Emperor newt,42,0,0,-,0,0,0,NA,0,0,NA,-,42,0,42,10,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15430335
1626,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Thraupidae,Dacnis,Dacnis lineata,Dacnis lineata,42,2,0.047619048,-,2,0,0,0,2,0.047619048,1,-,42,2,42,11,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,11.25,-1,-1,-1,0.15430335
2516,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Leiothrichidae,Leiothrix,Leiothrix lutea,Pekin robin,42,2,0.047619048,-,1,0,0,0,1,0.023809524,1,-,42,2,42,11,-,-1,-1,0.394477318,-1,5.933577272,2.82,-1,-1,3.1,-1,21.5,-1,180,-1,0.15430335
1774,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Boidae,Epicrates,Epicrates subflavus,Jamaica boa,42,2,0.047619048,-,2,1,0.023809524,0.5,1,0.023809524,0.5,-,42,2,42,6,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15430335
514,Animalia,Chordata,Aves,Sauropsida,Pelecaniformes,Ardeidae,Ardeola,Ardeola speciosa,Ardeola speciosa,42,9,0.214285714,-,9,3,0.071428571,0.333333333,6,0.142857143,0.666666667,-,42,9,42,4,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15430335
2881,Animalia,Chordata,Mammalia,Mammalia,Rodentia,Muridae,Mus,Mus musculus,Common mouse,41,16,0.390243902,-,36,11,0.268292683,0.666666667,5,0.12195122,0.333333333,-,61,36,41,13,-,1.380670611,1.380670611,0.624589086,0.723208416,0.723208416,5.54,5.4,0.99,1.25,8.9,20.5,0.0298,72,56.76,0.156173762
4461,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Varanidae,Varanus,Varanus prasinus,Emerald monitor,41,4,0.097560976,-,9,2,0.048780488,0.777777778,2,0.048780488,0.222222222,-,46,9,41,13,-,-1,-1,-1,-1,5.617119817,4.1,1.4,-1,8.6,-1,237.5,-1,170.4,-1,0.156173762
4046,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Radjah,Tadorna radjah,Radjah shelduck,41,0,0,-,0,0,0,NA,0,0,NA,-,41,0,41,6,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,865,-1,-1,-1,0.156173762
1315,Animalia,Chordata,Aves,Sauropsida,Ciconiiformes,Ciconiidae,Ciconia,Ciconia ciconia,Abdims stork,41,0,0,-,0,0,0,NA,0,0,NA,-,41,0,41,3,-,-1,-1,-1,-1,8.544351271,2.25,-1,-1,-1,-1,1398,-1,259.2,-1,0.156173762
2695,Animalia,Chordata,Mammalia,Mammalia,Diprotodontia,Macropodidae,Macropus,Macropus eugenii,Tammar wallaby,41,1,0.024390244,-,6,1,0.024390244,0.166666667,0,0,0.833333333,-,46,6,41,10,-,9.007232084,23.99737015,0.920447074,10.68376068,10.68376068,1.01,-1,12,0.429,3000,6500,-1,181.2,1385.65,0.156173762
3734,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Iguanidae,Sauromalus,Sauromalus ater,Sauromalus obesus,41,3,0.073170732,-,3,2,0.048780488,0.666666667,1,0.024390244,0.333333333,-,41,3,41,15,-,30.01725838,24.01380671,1.150558843,-1,82.18125,7.7,-1,-1,6.805,-1,230.39,-1,111.6,-1,0.156173762
1930,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Chamaeleonidae,Furcifer,Furcifer pardalis,Reunion chameleon,41,4,0.097560976,-,4,4,0.097560976,1,0,0,0,-,41,4,41,12,-,-1,-1,-1,-1,2.056973454,24,-1,-1,-1,-1,-1,-1,62.4,-1,0.156173762
2027,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Agamidae,Gonocephalus,Gonocephalus chamaeleontinus,Chameleon forest dragon,40,0,0,-,9,0,0,0.333333333,0,0,0.666666667,-,49,9,40,10,-,-1,-1,-1,-1,17.19946265,-1,4.6,-1,-1,0.58,-1,-1,521.76,-1,0.158113883
1226,Animalia,Chordata,Mammalia,Mammalia,Rodentia,Chinchillidae,Chinchilla,Chinchilla lanigera,Chinchilla,40,4,0.1,-,4,3,0.075,0.75,1,0.025,0.25,-,40,4,40,24,-,-1,-1,4.27,-1,7.911436362,1.45,1.5,-1,-1,-1,-1,-1,240,-1,0.158113883
1097,Animalia,Chordata,Mammalia,Mammalia,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Stuhlmans blue monkey,40,4,0.1,-,4,4,0.1,1,0,0,0,-,40,4,40,1,-,54.99671269,54.99671269,4.339250493,10.35502959,10.35502959,-1,0.5,16.93,366.4,-1,9000,-1,453.6,3455.75,0.158113883
2037,Animalia,Chordata,Mammalia,Mammalia,Primates,Hominidae,Gorilla,Gorilla gorilla,Gorilla,40,9,0.225,-,9,6,0.15,0.666666667,3,0.075,0.333333333,-,40,9,40,13,-,92.99802761,131.9855358,8.415516108,27.41617357,27.41617357,1.05,0.3,45.92,2061.4,12595,139842,0.0008,721.2,-1,0.158113883
4361,Animalia,Chordata,Amphibia,Amphibia,Gymnophiona,Caeciliidae,Typhlonectes,Typhlonectes natans,Rio couca caecilian,40,0,0,-,0,0,0,NA,0,0,NA,-,40,0,40,11,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.158113883
542,Animalia,Chordata,Amphibia,Amphibia,Anura,Leiopelmatidae,Ascaphus,Ascaphus truei,Coastal tailed frog,39,0,0,-,0,0,0,NA,0,0,NA,-,39,0,39,5,-,-1,-1,1.051939513,-1,5.538005454,62,-1,-1,-1,-1,-1,-1,168,-1,0.160128154
2595,Animalia,Chordata,Amphibia,Amphibia,Anura,Ranidae,Lithobates,Lithobates sevosus,Mississippi gopher frog,39,0,0,-,0,0,0,NA,0,0,NA,-,39,0,39,5,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.160128154
84,Animalia,Chordata,Aves,Sauropsida,Galliformes,Numididae,Acryllium,Acryllium vulturinum,Vulturine guineafowl,39,5,0.128205128,-,5,4,0.102564103,0.8,1,0.025641026,0.2,-,39,5,39,12,-,-1,-1,-1,-1,1,10,-1,-1,-1,-1,1333.875,-1,-1,-1,0.160128154
1822,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Gekkonidae,Eublepharis,Eublepharis macularius,Leopard gecko,38,7,0.184210526,-,12,6,0.157894737,0.916666667,1,0.026315789,0.083333333,-,43,12,38,22,-,13.14924392,13.14924392,1.808021039,-1,40,-1,2.25,-1,1.87,-1,35.53,-1,342,-1,0.162221421
823,Animalia,Chordata,Amphibia,Amphibia,Anura,Bufonidae,Bufo,Bufo bufo,Common toad,38,0,0,-,0,0,0,NA,0,0,NA,-,38,0,38,2,-,47.9947403,47.9947403,-1,-1,146,-1,-1,-1,-1,-1,-1,-1,480,-1,0.162221421
3959,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Agamidae,Stellagama,Stellagama stellio,Hardun sling-tailed agama,38,2,0.052631579,-,2,2,0.052631579,1,0,0,0,-,38,2,38,2,-,-1,-1,-1,-1,1,7.7,-1,-1,0.71,-1,40.605,-1,-1,-1,0.162221421
1,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Ailuridae,Ailurus,Ailurus fulgens,Red panda,38,2,0.052631579,-,3,1,0.026315789,0.666666667,1,0.026315789,0.333333333,-,39,3,38,21,-,18.08021039,18.08021039,3.813280736,4.503616042,4.503616042,1.7,-1,12,100,1140,4325,0.009,228,838.36,0.162221421
407,Animalia,Chordata,Mammalia,Mammalia,NA,Antilocapridae,Antilocapra,Antilocapra americana,Peninsular pronghorn,38,3,0.078947368,-,2,2,0.052631579,1,0,0,0,-,38,3,38,8,-,17.98159106,17.98159106,7.725180802,2.991452991,2.991452991,1.93,-1,12,3000,8900,46100,0.0083,186,8960,0.162221421
3297,Animalia,Chordata,Amphibia,Amphibia,Anura,Aromobatidae,Anomaloglossus,Phyllobates terribilis,Golden poison arrow frog,37,0,0,-,0,0,0,NA,0,0,NA,-,37,0,37,9,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.164398987
2404,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Irenidae,Irena,Irena cyanogaster,Fairy bluebird,37,1,0.027027027,-,1,1,0.027027027,1,0,0,0,-,37,1,37,17,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.164398987
